,true_value,predicted_value,is_correct
668,2,2,1
669,8,0,0
670,2,0,0
671,7,5,0
672,0,0,1
673,4,2,0
674,0,0,1
675,8,7,0
676,5,5,1
677,0,0,1
678,8,0,0
679,2,2,1
680,9,2,0
681,0,3,0
682,8,2,0
683,9,2,0
684,6,0,0
685,4,0,0
686,2,2,1
687,9,2,0
688,3,5,0
689,4,2,0
690,5,5,1
691,0,0,1
692,9,5,0
693,5,5,1
694,3,0,0
695,6,3,0
696,6,0,0
697,8,0,0
698,3,0,0
699,3,0,0
700,8,0,0
701,1,0,0
702,4,0,0
703,0,0,1
704,9,2,0
705,7,7,1
706,9,7,0
707,4,0,0
708,8,0,0
709,9,7,0
710,1,0,0
711,6,0,0
712,7,7,1
713,3,0,0
714,0,0,1
715,2,3,0
716,6,0,0
717,7,7,1
718,1,0,0
719,0,0,1
720,0,0,1
721,8,0,0
722,5,7,0
723,2,3,0
724,6,5,0
725,6,2,0
726,6,2,0
727,4,0,0
728,1,0,0
729,5,7,0
730,9,7,0
731,0,0,1
732,2,0,0
733,1,0,0
734,6,0,0
735,5,7,0
736,0,0,1
737,0,5,0
738,3,0,0
739,3,0,0
740,3,0,0
741,8,5,0
742,1,0,0
743,1,3,0
744,8,2,0
745,5,5,1
746,7,7,1
747,7,7,1
748,8,2,0
749,7,7,1
750,2,2,1
751,0,3,0
752,7,7,1
753,3,0,0
754,8,2,0
755,0,0,1
756,9,2,0
757,7,7,1
758,6,3,0
759,1,0,0
760,2,0,0
761,6,0,0
762,4,0,0
763,8,2,0
764,0,0,1
765,6,3,0
766,3,0,0
767,6,0,0
768,8,0,0
769,4,0,0
770,0,0,1
771,8,2,0
772,9,0,0
773,2,3,0
774,4,0,0
775,5,7,0
776,9,2,0
777,1,0,0
778,4,3,0
779,4,2,0
780,9,3,0
781,2,2,1
782,1,0,0
783,7,7,1
784,9,7,0
785,5,7,0
786,8,2,0
787,1,0,0
788,7,7,1
789,7,7,1
790,1,0,0
791,1,0,0
792,1,0,0
793,6,2,0
794,9,7,0
795,5,5,1
796,3,0,0
797,8,2,0
798,4,2,0
799,2,2,1
800,7,2,0
801,4,0,0
802,8,2,0
803,3,0,0
804,2,2,1
805,4,3,0
806,4,0,0
807,7,7,1
808,1,5,0
809,4,0,0
810,9,2,0
811,3,0,0
812,5,5,1
813,8,0,0
814,5,7,0
815,4,2,0
816,7,7,1
817,2,2,1
818,8,2,0
819,5,7,0
820,9,5,0
821,3,0,0
822,3,0,0
823,6,2,0
824,7,7,1
825,1,0,0
826,7,7,1
827,3,0,0
828,5,7,0
829,4,2,0
830,4,0,0
831,5,7,0
832,8,0,0
833,3,0,0
834,7,7,1
835,1,0,0
836,2,2,1
837,6,0,0
838,1,0,0
839,9,2,0
840,8,0,0
841,2,2,1
842,7,7,1
843,1,0,0
844,3,0,0
845,7,7,1
846,5,0,0
847,9,7,0
848,9,3,0
849,1,0,0
850,8,2,0
851,2,2,1
852,5,7,0
853,7,7,1
854,1,0,0
855,9,7,0
856,8,3,0
857,1,0,0
858,0,0,1
859,0,0,1
860,6,0,0
861,1,0,0
862,7,7,1
863,1,0,0
864,1,3,0
865,5,7,0
866,7,7,1
867,1,0,0
868,5,7,0
869,2,2,1
870,2,2,1
871,3,0,0
872,3,0,0
873,1,0,0
874,1,0,0
875,4,2,0
876,9,2,0
877,4,2,0
878,3,0,0
879,7,7,1
880,7,7,1
881,0,2,0
882,8,7,0
883,9,2,0
884,9,5,0
885,6,0,0
886,1,0,0
887,3,5,0
888,4,0,0
889,0,0,1
890,0,0,1
891,5,5,1
892,9,7,0
893,2,2,1
894,0,0,1
895,5,5,1
896,5,5,1
897,1,0,0
898,5,2,0
899,7,7,1
900,8,0,0
901,7,7,1
902,5,7,0
903,3,0,0
904,6,0,0
905,4,2,0
906,0,0,1
907,4,2,0
908,0,0,1
909,6,5,0
910,0,0,1
911,2,2,1
912,5,5,1
913,5,5,1
914,1,0,0
915,2,2,1
916,0,0,1
917,9,2,0
918,3,0,0
919,7,7,1
920,8,7,0
921,6,0,0
922,8,2,0
923,3,0,0
924,4,5,0
925,7,7,1
926,0,0,1
927,7,7,1
928,4,0,0
929,8,7,0
930,0,3,0
931,3,0,0
932,4,0,0
933,4,3,0
934,3,0,0
935,4,0,0
936,9,5,0
937,0,0,1
938,6,2,0
939,4,0,0
940,9,7,0
941,1,0,0
942,8,2,0
943,1,0,0
944,7,7,1
945,5,5,1
946,5,7,0
947,6,0,0
948,0,0,1
949,2,2,1
950,1,0,0
951,0,0,1
952,5,7,0
953,4,0,0
954,0,0,1
955,0,0,1
956,6,0,0
957,7,7,1
958,5,7,0
959,0,0,1
960,3,0,0
961,5,7,0
962,9,2,0
963,6,3,0
964,8,0,0
965,0,0,1
966,6,0,0
967,4,0,0
968,6,0,0
969,2,2,1
970,9,2,0
971,6,0,0
972,7,7,1
973,7,7,1
974,1,0,0
975,4,2,0
976,2,0,0
977,6,0,0
978,5,5,1
979,3,0,0
980,9,2,0
981,9,3,0
982,8,3,0
983,8,7,0
984,3,0,0
985,0,0,1
986,2,2,1
987,4,3,0
988,6,0,0
989,6,0,0
990,3,0,0
991,2,0,0
992,3,0,0
993,5,7,0
994,4,2,0
995,9,2,0
996,3,0,0
997,4,2,0
998,7,7,1
999,7,7,1
1000,0,0,1
1001,3,0,0
1002,5,5,1
1003,5,5,1
1004,6,3,0
1005,0,0,1
1006,5,7,0
1007,9,7,0
1008,6,0,0
1009,3,0,0
1010,7,7,1
1011,5,7,0
1012,1,0,0
1013,9,5,0
1014,8,0,0
1015,8,0,0
1016,9,3,0
1017,9,2,0
1018,2,2,1
1019,7,7,1
1020,2,3,0
1021,2,2,1
1022,3,0,0
1023,8,0,0
1024,7,7,1
1025,6,2,0
1026,4,0,0
1027,5,7,0
1028,4,2,0
1029,3,0,0
1030,6,0,0
1031,1,0,0
1032,4,0,0
1033,9,2,0
1034,3,0,0
1035,1,0,0
1036,6,0,0
1037,5,5,1
1038,0,0,1
1039,5,7,0
1040,7,7,1
1041,5,5,1
1042,2,2,1
1043,3,0,0
1044,3,0,0
1045,9,7,0
1046,6,0,0
1047,3,0,0
1048,6,0,0
1049,0,0,1
1050,4,2,0
1051,5,7,0
1052,0,0,1
1053,4,3,0
1054,9,7,0
1055,4,0,0
1056,6,0,0
1057,3,0,0
1058,6,0,0
1059,7,7,1
1060,0,0,1
1061,2,2,1
1062,1,0,0
1063,1,0,0
1064,4,0,0
1065,4,0,0
1066,8,2,0
1067,5,5,1
1068,9,7,0
1069,0,0,1
1070,1,0,0
1071,6,3,0
1072,5,5,1
1073,1,0,0
1074,4,2,0
1075,4,0,0
1076,8,0,0
1077,4,2,0
1078,7,7,1
1079,7,7,1
1080,3,0,0
1081,8,0,0
1082,1,0,0
1083,1,0,0
1084,9,5,0
1085,8,0,0
1086,1,0,0
1087,3,0,0
1088,3,0,0
1089,7,7,1
1090,5,5,1
1091,1,0,0
1092,5,5,1
1093,7,7,1
1094,8,3,0
1095,9,2,0
1096,6,2,0
1097,3,0,0
1098,5,5,1
1099,8,7,0
1100,4,2,0
1101,4,3,0
1102,3,0,0
1103,8,2,0
1104,4,3,0
1105,5,5,1
1106,5,5,1
1107,6,2,0
1108,7,7,1
1109,1,0,0
1110,5,5,1
1111,0,0,1
1112,5,5,1
1113,4,0,0
1114,8,0,0
1115,6,0,0
1116,2,2,1
1117,1,0,0
1118,1,0,0
1119,7,7,1
1120,9,3,0
1121,6,2,0
1122,2,2,1
1123,7,7,1
1124,0,0,1
1125,4,2,0
1126,8,7,0
1127,2,2,1
1128,2,2,1
1129,6,0,0
1130,6,0,0
1131,6,2,0
1132,4,0,0
1133,9,2,0
1134,6,0,0
1135,8,0,0
1136,4,2,0
1137,5,7,0
1138,9,3,0
1139,0,0,1
1140,3,0,0
1141,9,7,0
1142,4,2,0
1143,9,2,0
1144,8,0,0
1145,7,7,1
1146,4,0,0
1147,2,2,1
1148,2,2,1
1149,5,7,0
1150,3,0,0
1151,7,7,1
1152,6,0,0
1153,7,7,1
1154,2,5,0
1155,9,7,0
1156,3,0,0
1157,7,7,1
1158,0,0,1
1159,9,5,0
1160,4,0,0
1161,8,2,0
1162,6,2,0
1163,4,2,0
1164,7,7,1
1165,6,2,0
1166,4,0,0
1167,6,0,0
1168,2,2,1
1169,0,0,1
1170,7,7,1
1171,8,2,0
1172,4,3,0
1173,2,3,0
1174,6,2,0
1175,5,7,0
1176,5,5,1
1177,6,0,0
1178,4,0,0
1179,5,7,0
1180,5,5,1
1181,8,2,0
1182,1,0,0
1183,1,0,0
1184,7,7,1
1185,4,0,0
1186,6,0,0
1187,9,2,0
1188,6,0,0
1189,8,2,0
1190,7,7,1
1191,2,0,0
1192,2,0,0
1193,1,0,0
1194,2,0,0
1195,7,7,1
1196,7,7,1
1197,6,2,0
1198,9,2,0
1199,8,0,0
1200,5,5,1
1201,1,0,0
1202,1,0,0
1203,0,0,1
1204,2,2,1
1205,0,0,1
1206,9,2,0
1207,0,0,1
1208,1,0,0
1209,9,7,0
1210,6,0,0
1211,5,7,0
1212,5,5,1
1213,2,3,0
1214,0,0,1
1215,7,7,1
1216,0,0,1
1217,2,2,1
1218,0,0,1
1219,1,0,0
1220,3,0,0
1221,1,0,0
1222,3,0,0
1223,4,2,0
1224,7,7,1
1225,2,2,1
1226,4,0,0
1227,9,7,0
1228,5,5,1
1229,2,3,0
1230,9,7,0
1231,0,0,1
1232,3,0,0
1233,4,2,0
1234,4,3,0
1235,6,0,0
1236,6,3,0
1237,5,5,1
1238,2,2,1
1239,2,2,1
1240,5,5,1
1241,6,0,0
1242,1,0,0
1243,4,5,0
1244,2,2,1
1245,5,7,0
1246,4,0,0
1247,4,0,0
1248,8,7,0
1249,0,0,1
1250,2,0,0
1251,4,0,0
1252,0,0,1
1253,6,0,0
1254,2,0,0
1255,6,0,0
1256,8,2,0
1257,3,0,0
1258,8,0,0
1259,2,0,0
1260,0,0,1
1261,4,0,0
1262,4,5,0
1263,8,0,0
1264,8,3,0
1265,4,3,0
1266,5,5,1
1267,2,2,1
1268,2,2,1
1269,3,0,0
1270,0,0,1
1271,1,0,0
1272,9,2,0
1273,0,0,1
1274,9,7,0
1275,1,0,0
1276,9,7,0
1277,6,0,0
1278,5,7,0
1279,2,3,0
1280,2,2,1
1281,7,7,1
1282,3,0,0
1283,8,0,0
1284,5,7,0
1285,0,0,1
1286,8,2,0
1287,0,0,1
1288,7,7,1
1289,5,5,1
1290,5,5,1
1291,9,3,0
1292,5,7,0
1293,0,0,1
1294,6,0,0
1295,0,0,1
1296,3,0,0
1297,4,0,0
1298,4,0,0
1299,4,3,0
1300,8,0,0
1301,7,7,1
1302,1,0,0
1303,3,0,0
1304,4,3,0
1305,0,0,1
1306,6,2,0
1307,5,5,1
1308,1,0,0
1309,6,0,0
1310,7,7,1
1311,3,0,0
1312,4,2,0
1313,8,2,0
1314,8,0,0
1315,2,0,0
1316,8,0,0
1317,9,7,0
1318,4,0,0
1319,1,0,0
1320,6,0,0
1321,5,5,1
1322,2,2,1
1323,7,7,1
1324,8,7,0
1325,5,5,1
1326,3,0,0
1327,8,2,0
1328,5,7,0
1329,4,0,0
1330,2,0,0
1331,8,0,0
1332,9,2,0
1333,8,3,0
1334,4,0,0
1335,3,0,0
1336,3,0,0
1337,8,2,0
1338,8,2,0
1339,2,0,0
1340,0,0,1
1341,9,3,0
1342,4,2,0
1343,4,2,0
1344,8,0,0
1345,1,0,0
1346,3,0,0
1347,6,0,0
1348,1,3,0
1349,9,7,0
1350,2,0,0
1351,1,0,0
1352,6,2,0
1353,2,3,0
1354,7,7,1
1355,9,7,0
1356,4,2,0
1357,6,0,0
1358,0,0,1
1359,4,2,0
1360,4,0,0
1361,2,0,0
1362,4,0,0
1363,5,7,0
1364,0,0,1
1365,2,2,1
1366,8,7,0
1367,3,0,0
1368,7,7,1
1369,6,0,0
1370,4,2,0
1371,0,0,1
1372,0,0,1
1373,5,7,0
1374,2,2,1
1375,8,0,0
1376,2,2,1
1377,4,2,0
1378,3,0,0
1379,0,0,1
1380,2,2,1
1381,1,0,0
1382,7,7,1
1383,7,7,1
1384,5,5,1
1385,4,2,0
1386,7,7,1
1387,2,0,0
1388,4,2,0
1389,7,7,1
1390,3,0,0
1391,3,0,0
1392,1,0,0
1393,3,0,0
1394,3,0,0
1395,6,5,0
1396,6,0,0
1397,1,0,0
1398,7,7,1
1399,0,2,0
1400,4,0,0
1401,7,7,1
1402,1,0,0
1403,0,0,1
1404,6,0,0
1405,5,7,0
1406,8,2,0
1407,4,0,0
1408,4,3,0
1409,7,7,1
1410,9,2,0
1411,5,5,1
1412,0,0,1
1413,7,7,1
1414,9,2,0
1415,5,7,0
1416,1,0,0
1417,2,2,1
1418,9,3,0
1419,5,5,1
1420,5,5,1
1421,3,0,0
1422,9,5,0
1423,9,7,0
1424,1,0,0
1425,2,2,1
1426,7,7,1
1427,8,2,0
1428,0,0,1
1429,1,0,0
1430,7,7,1
1431,2,2,1
1432,7,7,1
1433,1,0,0
1434,1,0,0
1435,5,5,1
1436,5,5,1
1437,6,0,0
1438,4,2,0
1439,5,5,1
1440,9,2,0
1441,5,7,0
1442,5,5,1
1443,2,3,0
1444,3,0,0
1445,9,2,0
1446,3,0,0
1447,8,0,0
1448,5,5,1
1449,2,3,0
1450,0,0,1
1451,0,0,1
1452,0,0,1
1453,5,5,1
1454,7,7,1
1455,8,0,0
1456,5,5,1
1457,2,2,1
1458,6,0,0
1459,4,2,0
1460,4,2,0
1461,7,7,1
1462,4,2,0
1463,0,0,1
1464,5,5,1
1465,1,0,0
1466,7,7,1
1467,2,2,1
1468,3,0,0
1469,6,0,0
1470,8,2,0
1471,9,7,0
1472,8,7,0
1473,7,7,1
1474,1,0,0
1475,2,2,1
1476,3,0,0
1477,2,2,1
1478,9,2,0
1479,7,7,1
1480,5,7,0
1481,6,0,0
1482,1,0,0
1483,0,5,0
1484,7,7,1
1485,1,0,0
1486,2,2,1
1487,6,2,0
1488,9,7,0
1489,3,0,0
1490,6,5,0
1491,4,2,0
1492,4,2,0
1493,3,0,0
1494,0,0,1
1495,0,0,1
1496,6,0,0
1497,3,0,0
1498,6,2,0
1499,1,0,0
1500,3,0,0
1501,5,7,0
1502,6,2,0
1503,5,7,0
1504,0,0,1
1505,9,5,0
1506,1,0,0
1507,1,0,0
1508,8,0,0
1509,2,0,0
1510,9,2,0
1511,5,5,1
1512,0,0,1
1513,5,7,0
1514,4,0,0
1515,6,2,0
1516,7,7,1
1517,1,0,0
1518,1,0,0
1519,5,7,0
1520,3,0,0
1521,8,5,0
1522,9,7,0
1523,8,2,0
1524,3,0,0
1525,8,0,0
1526,9,7,0
1527,2,0,0
1528,6,2,0
1529,1,0,0
1530,1,0,0
1531,3,0,0
1532,5,5,1
1533,2,0,0
1534,7,7,1
1535,1,0,0
1536,9,5,0
1537,9,0,0
1538,2,3,0
1539,2,2,1
1540,7,7,1
1541,0,0,1
1542,1,0,0
1543,3,0,0
1544,9,5,0
1545,6,5,0
1546,3,0,0
1547,7,7,1
1548,2,0,0
1549,8,0,0
1550,1,0,0
1551,8,2,0
1552,0,0,1
1553,7,7,1
1554,9,3,0
1555,8,7,0
1556,5,5,1
1557,8,3,0
1558,2,3,0
1559,6,3,0
1560,4,0,0
1561,0,0,1
1562,6,0,0
1563,5,7,0
1564,8,0,0
1565,3,0,0
1566,8,2,0
1567,7,7,1
1568,5,7,0
1569,7,7,1
1570,3,0,0
1571,7,7,1
1572,0,0,1
1573,7,7,1
1574,0,0,1
1575,2,3,0
1576,2,7,0
1577,5,7,0
1578,3,0,0
1579,5,5,1
1580,1,0,0
1581,1,0,0
1582,7,7,1
1583,7,7,1
1584,6,0,0
1585,3,0,0
1586,0,0,1
1587,4,0,0
1588,2,0,0
1589,8,0,0
1590,6,0,0
1591,3,0,0
1592,1,5,0
1593,4,2,0
1594,9,2,0
1595,9,2,0
1596,4,0,0
1597,5,2,0
1598,2,2,1
1599,2,2,1
1600,7,7,1
1601,8,0,0
1602,0,0,1
1603,7,7,1
1604,9,2,0
1605,1,0,0
1606,2,0,0
1607,9,5,0
1608,4,2,0
1609,7,7,1
1610,3,0,0
1611,4,0,0
1612,3,0,0
1613,3,0,0
1614,1,0,0
1615,8,2,0
1616,8,7,0
1617,5,7,0
1618,3,0,0
1619,8,0,0
1620,6,0,0
1621,3,0,0
1622,4,2,0
1623,3,0,0
1624,2,2,1
1625,0,0,1
1626,2,2,1
1627,7,7,1
1628,3,0,0
1629,6,2,0
1630,8,2,0
1631,3,0,0
1632,9,7,0
1633,7,7,1
1634,3,0,0
1635,1,0,0
1636,7,7,1
1637,5,5,1
1638,8,2,0
1639,8,2,0
1640,2,2,1
1641,0,0,1
1642,6,0,0
1643,6,0,0
1644,4,0,0
1645,6,7,0
1646,5,5,1
1647,7,7,1
1648,0,0,1
1649,6,0,0
1650,6,0,0
1651,7,7,1
1652,7,7,1
1653,3,0,0
1654,9,0,0
1655,2,3,0
1656,5,5,1
1657,9,3,0
1658,7,7,1
1659,1,0,0
1660,7,7,1
1661,2,3,0
1662,4,3,0
